elapsed_time,tokens_generated
156.552653,55667
156.629389,55707
156.709742,55747
156.789701,55787
156.868967,55827
156.954851,55867
157.030804,55907
157.108265,55947
157.189224,55987
157.273220,56027
157.352852,56067
157.434668,56107
157.510884,56147
157.589331,56187
157.671852,56227
157.744945,56267
157.821304,56307
157.902284,56347
157.974621,56387
158.054445,56427
158.127919,56467
158.193460,56507
158.272496,56547
158.346645,56587
158.414166,56627
158.494616,56667
158.572466,56707
158.635475,56747
158.713922,56787
158.789755,56827
158.854749,56867
158.931866,56907
159.010443,56947
159.078098,56987
159.154154,57027
159.231092,57067
159.314797,57107
159.394770,57147
159.473113,57187
159.567611,57227
159.645356,57267
159.723291,57307
159.785891,57347
159.862361,57387
159.938772,57427
160.025206,57467
160.101959,57507
160.182846,57547
160.245766,57587
160.326044,57627
160.404360,57667
160.472193,57707
160.550148,57747
160.630244,57787
160.705563,57827
160.785089,57867
160.860085,57907
160.936160,57947
161.016801,57987
161.096225,58027
161.169162,58067
161.247758,58107
161.323868,58147
161.395562,58187
161.471964,58227
161.549661,58267
161.625415,58307
161.705240,58347
161.779930,58387
161.852761,58427
161.934071,58467
162.011930,58507
162.084887,58547
162.161981,58587
162.239284,58627
162.314397,58667
162.393171,58707
162.469371,58747
162.544591,58787
162.623453,58827
162.699870,58867
162.773385,58907
162.853070,58947
162.929697,58987
163.001261,59027
163.077900,59067
163.157254,59107
163.232960,59147
163.313479,59187
163.389345,59227
163.465583,59267
163.546462,59307
163.626494,59347
163.702566,59387
163.779872,59427
163.856701,59467
163.936782,59507
164.015776,59547
164.090795,59587
164.168094,59627
164.249414,59667
164.328754,59707
164.404542,59747
164.482763,59787
164.557228,59827
164.633745,59867
164.709984,59907
164.787040,59947
164.866175,59987
164.947695,60027
165.026078,60067
165.101459,60107
165.179030,60147
165.256979,60187
165.331656,60227
165.408396,60267
165.486166,60307
165.565599,60347
165.646244,60387
165.721110,60427
165.797260,60467
165.878747,60507
165.957738,60547
166.034036,60587
166.112144,60627
166.191556,60667
166.271826,60707
166.349048,60747
